"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV2350","ASV2350",10.5572867058377,6.75108260783452,1.51670177863115,4.45116021023426,8.54075912287835e-06,3.7491125727189e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","Unclassified"
"ASV2351","ASV2351",11.7079519440693,-7.08386440010653,1.53522842553727,-4.61420872768653,3.94595720923451e-06,1.85400502041923e-05,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2355","ASV2355",9.29549424274987,6.56798755158839,1.50890901868355,4.35280555040929,1.34406354873658e-05,5.66080818949867e-05,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter","Unclassified"
"ASV2359","ASV2359",11.6982238355924,-7.08262508312718,1.64942795978773,-4.29398873779166,1.75491380299964e-05,7.3251982401994e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga","Unclassified"
"ASV2381","ASV2381",11.1447303750845,-7.01294046875,1.85862207706456,-3.7731933539851,0.000161171282483091,0.000554026283535624,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Unclassified","Unclassified"
"ASV2384","ASV2384",7.3014982160465,6.21953515302068,2.14313915309647,2.90206781208515,0.00370708284510272,0.00853724743884494,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis_saalfeldensis"
"ASV2392","ASV2392",10.1471843238483,4.97993875910154,1.28207465695936,3.88428141221685,0.00010263298007825,0.000362120137257223,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Alsobacter","Alsobacter_metallidurans"
"ASV2393","ASV2393",6.85892431358517,6.12897331909601,1.9708761013409,3.1097709870885,0.0018723244973378,0.004685231890649,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","Unclassified","Unclassified"
"ASV2394","ASV2394",10.3977109933941,6.72900139253173,1.52214975794992,4.42072230894978,9.83715232563988e-06,4.25821177058949e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 8","Unclassified"
"ASV2395","ASV2395",5.40755346555384,-5.96922805687088,1.79672338400035,-3.32228550595283,0.000892832865492385,0.00246981872554846,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV2402","ASV2402",9.62081247038582,6.61748915726968,1.97007577034122,3.35900235762177,0.0007822440004535,0.00218981479168869,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV2432","ASV2432",8.75229449671648,6.4814126036807,2.14210007314692,3.02572820239859,0.00248035155244614,0.00596177044096951,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter","Unclassified"
"ASV2434","ASV2434",11.2328706246342,-7.0239779681922,1.97066844175522,-3.56426165831129,0.000364881830926595,0.00114870206032447,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Unclassified"
"ASV2437","ASV2437",9.92762518146614,6.66246698083038,1.657315468233,4.02003547817831,5.81893777918884e-05,0.00021504770053524,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","Unclassified"
"ASV2455","ASV2455",9.81157526074679,6.64545929529156,1.0963233580306,6.06158689096005,1.34785039206987e-09,9.80946526368004e-09,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Unclassified","Unclassified"
"ASV2456","ASV2456",9.1939008155997,6.55215334043777,2.14406946481733,3.05594265855374,0.00224354158082104,0.00549139104206197,"Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","Unclassified"
"ASV2483","ASV2483",11.1118858897098,-7.00826225306971,1.65557817765093,-4.2331206992675,2.30470731840818e-05,9.24850361678819e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44","Unclassified"
"ASV2491","ASV2491",8.85494569518192,6.49820537206907,1.96556491786668,3.30602429510284,0.000946298822667095,0.00257956093059398,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flaviaesturariibacter","Unclassified"
"ASV2493","ASV2493",10.9539618985886,-6.98781750712334,1.22527485504096,-5.70306121795811,1.17674695949887e-08,7.69411473518495e-08,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unclassified","Unclassified"
"ASV2497","ASV2497",9.50395163973455,6.59975667448299,1.24011824593872,5.32187692270202,1.02702050801473e-07,6.03939732700485e-07,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Unclassified","Unclassified"
"ASV2501","ASV2501",8.66018195253604,6.46587518882745,2.33524136679255,2.76882521900009,0.00562588064587103,0.0120095853970078,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"ASV2510","ASV2510",11.002954966344,-6.99383233199889,1.09078668878958,-6.41173237982928,1.43875240797738e-10,1.14002839106682e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unclassified"
"ASV2513","ASV2513",9.77148315998032,6.63955230863973,2.1514939117715,3.08601956636394,0.00202855472896713,0.00499131229364281,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"ASV2523","ASV2523",8.81706705467493,6.49203631285933,1.79926814775606,3.60815386019911,0.000308383597558628,0.000994271254197646,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2533","ASV2533",10.7923268166527,-6.96609898488486,1.36758206829359,-5.09373378489589,3.51079653634989e-07,1.91964605934921e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Unclassified","Unclassified"
"ASV2547","ASV2547",10.4749837228364,-6.92329192716409,1.64964252681249,-4.19684374925855,2.7066052725558e-05,0.00010677957509872,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"ASV2551","ASV2551",9.48377347879303,6.596022359702,1.23562761198177,5.33819598699554,9.38759526362042e-08,5.61453119651332e-07,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","Unclassified","Unclassified"
"ASV2552","ASV2552",9.2847274918722,6.56594409322231,1.37660953911436,4.76964884134577,1.84547342823918e-06,8.9870711218939e-06,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Umezawaea","Unclassified"
"ASV2561","ASV2561",8.21793543596494,-6.57320814439011,1.96122107537,-3.35158959229012,0.00080349035715672,0.00224257756400458,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Unclassified","Unclassified"
"ASV2571","ASV2571",10.0813670135576,-6.86827692305855,1.66982565798946,-4.11317007269383,3.90262650564917e-05,0.000150783296809173,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2572","ASV2572",10.768177575752,-6.96270679739934,1.81273215837056,-3.84100142166509,0.000122533404806485,0.000425906072468637,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","Unclassified","Unclassified"
"ASV2588","ASV2588",10.3964332433862,-6.91219040747856,1.96920494655642,-3.51014272006883,0.000447866235219298,0.0013774833221383,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV2593","ASV2593",8.69684755577697,6.47181462295421,1.65027222886437,3.92166486823073,8.79392464771542e-05,0.000316243059446689,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Qipengyuania","Unclassified"
"ASV2608","ASV2608",8.78026783562962,6.48544273059716,1.51488565469236,4.28114340545012,1.85935484430602e-05,7.66870714701721e-05,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"ASV2625","ASV2625",9.99107294293256,-6.85500997630448,1.51063722170756,-4.53782673814687,5.68369268317872e-06,2.59231837013273e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","Unclassified","Unclassified"
"ASV2628","ASV2628",8.63008050832245,6.46055331773945,1.50764627865594,4.28519169861182,1.82581684283366e-05,7.58728332466431e-05,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV2635","ASV2635",8.48877650877777,6.43691207241374,1.64870379870372,3.90422590005233,9.45274567180397e-05,0.00033734035126476,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Unclassified"
"ASV2636","ASV2636",4.49775593846542,5.5208135310866,2.13875587064238,2.58132010617389,0.00984232724554152,0.0192040559563422,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Unclassified"
"ASV2641","ASV2641",8.29961586160553,6.40333965761323,1.82484013739878,3.50898663744918,0.000449817503726025,0.0013789487409306,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified"
"ASV2649","ASV2649",8.46186639608423,6.43234599138158,1.36340189238601,4.71786494305412,2.38332619569168e-06,1.14866494483079e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV2658","ASV2658",9.43623717519874,-6.77279164584095,1.97386489969524,-3.4312336406036,0.000600842864127482,0.0017610911534771,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea","Unclassified"
"ASV2680","ASV2680",9.76495806017005,-6.82179458014863,1.50897705951393,-4.52080734901699,6.16042326211347e-06,2.76922872599812e-05,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2681","ASV2681",9.86179146011812,-6.83597428709049,1.97068138344629,-3.4688379077981,0.000522714724214196,0.00156146411226924,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV2687","ASV2687",8.1488340594755,6.37801958596805,1.96599803060383,3.24416377162348,0.00117795996678562,0.00315547054494277,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","Unclassified"
"ASV2696","ASV2696",4.24113189363228,5.43571699369804,2.14467978167546,2.5345121636068,0.01126040176697,0.0217081972208598,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","Unclassified"
"ASV2698","ASV2698",8.14348926569278,6.37702787140499,1.65760177889559,3.84714106403398,0.000119504169544323,0.000416926860163961,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV2699","ASV2699",8.35297241515075,6.41337992564397,1.65006703134433,3.8867390256376,0.00010159988072151,0.00035983291088868,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Unclassified","Unclassified"
"ASV2700","ASV2700",7.74623793433873,21.5600050296708,2.54389791224738,8.47518484364958,2.34706571859453e-17,7.0790530544706e-16,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified","Unclassified"
"ASV2705","ASV2705",9.59567827582636,-6.79673149780576,1.10614532255072,-6.14451949417714,8.02059399062131e-10,5.95178998510391e-09,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Unclassified","Unclassified"
"ASV2709","ASV2709",8.64643447401687,6.46295452108171,2.15076329242426,3.00495853906681,0.00265617053848673,0.00631938792235391,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Unclassified","Unclassified"
"ASV2710","ASV2710",2.81950557062226,4.84708226042358,2.16229979735559,2.24163285144427,0.0249851109617878,0.0421209318146866,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_saccharophilum"
"ASV2721","ASV2721",9.4099942475492,-6.76856017375394,1.96312090858709,-3.44785700368575,0.000565053107222399,0.00167722112778712,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Unclassified","Unclassified"
"ASV2731","ASV2731",7.62597634022026,6.28250168256758,2.33191096695032,2.69414303187736,0.00705698737131185,0.0145539555523459,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Unclassified"
"ASV2757","ASV2757",8.26766473203628,6.39829455205153,1.5135251473239,4.22741212021783,2.36394454927237e-05,9.44567586995584e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Unclassified","Unclassified"
"ASV2758","ASV2758",8.29197099523913,6.40267653522679,1.50869972891919,4.24383753274324,2.19729461966114e-05,8.85547616113435e-05,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Cnuella","Unclassified"
"ASV2759","ASV2759",4.86973448448907,5.63462618573537,1.51217257558316,3.72617932418356,0.000194404122280437,0.000658579182363075,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","Unclassified"
"ASV2760","ASV2760",7.60684281840443,6.27835612653798,1.80584733131229,3.47668156531016,0.00050766036754285,0.00152624579952593,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Unclassified"
"ASV2769","ASV2769",8.69036348617718,6.46997687154699,1.81496978690984,3.56478488964972,0.000364154723182357,0.00114870206032447,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","Unclassified","Unclassified"
"ASV2775","ASV2775",7.73558892006837,6.30298148630275,1.96906347644419,3.20100472214584,0.00136949287726522,0.0035470244882077,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2777","ASV2777",7.58335976485322,6.27439376276864,1.96153582387987,3.19871484700088,0.00138041632796624,0.00356543996311722,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV2800","ASV2800",7.73786424509043,6.30311581113905,2.33591022536636,2.69835533176386,0.00696830177174563,0.0145108288565304,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV2804","ASV2804",9.32286043544302,-6.75484287739243,1.96654529226864,-3.43487785608025,0.000592820965595202,0.00174304277619973,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2812","ASV2812",9.10008375143323,-6.72009661570668,1.9665516260962,-3.4171981688814,0.000632692071530151,0.0018371648660891,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","Unclassified"
"ASV2818","ASV2818",7.77750798038833,6.31056953543651,2.33655380632984,2.70080214645213,0.00691724746716485,0.0144689628228169,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Unclassified"
"ASV2832","ASV2832",7.89193395701543,6.33130160886783,1.80583551560509,3.50602341916306,0.000454855196711121,0.00138983532328398,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","Unclassified"
"ASV2840","ASV2840",8.98827006275446,-6.7022699195738,1.50471061159888,-4.45419196748542,8.42097314394121e-06,3.71396692904954e-05,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV2841","ASV2841",9.06309800100546,-6.71413318793448,1.64793092927244,-4.07428070477368,4.61567825394683e-05,0.000173524090664196,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Unclassified"
"ASV2850","ASV2850",8.90327102506657,-6.68861689453317,1.64826489036721,-4.05797450010783,4.95001711950353e-05,0.000184393067997442,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV2851","ASV2851",4.67138848670602,-5.75843537331459,2.13280488272045,-2.69993538554241,0.00693529440965917,0.0144743309665878,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","Unclassified"
"ASV2852","ASV2852",6.58638537000147,6.07057215015068,1.64911582344485,3.68110721142061,0.000232223325786543,0.000775460034322919,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola","Unclassified"
"ASV2867","ASV2867",8.82198408517093,-6.67537178026052,1.80254518799035,-3.70330343157879,0.000212810088513826,0.000718330082167608,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Unclassified"
"ASV2876","ASV2876",6.71788558096652,6.09958187895136,2.32969966467467,2.61818378198682,0.00883991809032658,0.0175484573555315,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Pedococcus-Phycicoccus","Unclassified"
"ASV2883","ASV2883",8.76237365400442,-6.66549448085736,1.23307672338541,-5.40557968084685,6.45991244318739e-08,3.97369614103961e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","Unclassified","Unclassified"
"ASV2893","ASV2893",7.50319755390056,6.25864153931237,1.80175325413794,3.47363964790332,0.000513450097312979,0.00153870461855011,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unclassified"
"ASV2899","ASV2899",8.42493243474034,-6.60909999424991,2.32553607935709,-2.84196837577211,0.00448359388065426,0.0098871704679522,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","Unclassified"
"ASV2915","ASV2915",8.77599793337349,-6.66740731160516,1.37316201727079,-4.85551393626286,1.20074908717923e-06,6.00374543589617e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","Unclassified"
"ASV2916","ASV2916",8.73860764374536,-6.66140720077327,1.5048703846481,-4.42656541635043,9.5745355472456e-06,4.16380964496495e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV2930","ASV2930",8.46006758901975,-6.61504742846111,1.51084848327917,-4.37836586637974,1.1957249729001e-05,5.0818311348254e-05,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","Unclassified"
"ASV2938","ASV2938",5.51641652485992,5.81563946809695,2.540828123769,2.28887558890452,0.0220865819728979,0.0383846731313374,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV2939","ASV2939",7.44753397961953,6.24763250577029,1.36877940319039,4.56438231844236,5.00967116981267e-06,2.29609928616414e-05,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Unclassified"
"ASV2947","ASV2947",6.74377064525492,6.10551953796263,1.96175768415041,3.11226997467161,0.00185654632241064,0.0046663193856289,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Unclassified"
"ASV2961","ASV2961",6.72511234327693,6.10124384209913,2.13725558374509,2.85470951088029,0.00430762090878989,0.00965857445975671,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","Unclassified"
"ASV2969","ASV2969",6.98499920439459,6.15554669889428,2.14009549274736,2.87629534278028,0.00402373029286219,0.0091760678629906,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","Unclassified"
"ASV2977","ASV2977",6.98762476586718,6.15563379060681,1.9689252263748,3.12639287066305,0.00176964966854397,0.00449625663067559,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV2987","ASV2987",6.96160665669735,6.15109242598898,1.50574974350873,4.08506954924367,4.40636162172294e-05,0.000168161147604528,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter_gelipurpurascens"
"ASV3021","ASV3021",6.06384205830612,5.95242780478833,2.32580189348077,2.55930129796223,0.0104882795266474,0.0203878198698864,"Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","Unclassified"
"ASV3028","ASV3028",6.77645009934295,6.11221943379943,1.50029699708754,4.07400631052707,4.62112284228714e-05,0.000173524090664196,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV3045","ASV3045",5.91832775705148,5.91749889308917,2.33019545114214,2.53948607194677,0.0111015465526142,0.0214461694766412,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV3046","ASV3046",7.36327528593848,6.23099228419179,1.97044471616432,3.16222639137071,0.00156567790672896,0.00402172759008675,"Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","Unclassified"
"ASV3056","ASV3056",5.56716656389127,5.8286786175489,1.38126774621182,4.2198036068925,2.44515231100635e-05,9.72858472676993e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","Unclassified"
"ASV3074","ASV3074",6.90409395486282,6.13857530734667,2.14597577479716,2.86050540711574,0.00422966340282032,0.00950657519624279,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","Unclassified","Unclassified"
"ASV3080","ASV3080",7.97822569447017,-6.53021351633882,1.96112720072572,-3.32982659866341,0.00086900083651218,0.00241102605975931,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Unclassified"
"ASV3082","ASV3082",6.35021575505266,6.01841801645519,2.33021290388908,2.58277602291643,0.00980089273635459,0.01917120231902,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","Unclassified"
"ASV3091","ASV3091",4.79107462768374,5.61149394799432,1.65144677305366,3.39792601224333,0.000678987806056748,0.00194740367688055,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Unclassified"
"ASV3099","ASV3099",7.86198040957785,-6.50911857805685,1.64834048408866,-3.94889201647901,7.85137567500061e-05,0.000285643434090489,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Unclassified","Unclassified"
"ASV3120","ASV3120",6.92037678463153,6.14178339512082,1.96981144714283,3.11795497179658,0.00182110624151596,0.00461383700522795,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Unclassified","Unclassified"
"ASV3122","ASV3122",6.47392412044061,6.04625286019562,1.79505431058381,3.36828408173856,0.000756376162667867,0.00213659127520984,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unclassified"
"ASV3124","ASV3124",3.85242024787589,-5.48007154361542,1.79900440793737,-3.04616904741136,0.00231777482620973,0.00564354026694296,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Unclassified","Unclassified"
"ASV3132","ASV3132",6.47052844625178,4.27869066534173,1.44036003886946,2.97057023929938,0.00297247423192275,0.00701834193648427,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV3137","ASV3137",7.61976038415801,-6.46413629963638,1.95796741545456,-3.301452439205,0.000961856405921536,0.00260677025952648,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","Unclassified"
"ASV3149","ASV3149",7.65170674425972,-6.47008054952545,1.64294107412829,-3.93810870725132,8.21263879463984e-05,0.000296479431389508,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flaviaesturariibacter","Unclassified"
"ASV3161","ASV3161",6.58764698074728,6.07102254836567,1.64771403264168,3.68451225643347,0.000229141000157221,0.000767909803394272,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","Unclassified"
"ASV3162","ASV3162",5.5278304809389,5.81926078486618,2.32608576409916,2.50173956381176,0.0123584799009454,0.0233150970606933,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora","Unclassified"
"ASV3168","ASV3168",7.48643441754747,-6.43878117990782,1.79470382842896,-3.58765668068151,0.00033366323280615,0.00106840795436216,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unclassified"
"ASV3185","ASV3185",7.74642977284669,-6.48760247579138,2.13562964727132,-3.03779378792599,0.00238316974996137,0.0057876979641919,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV3202","ASV3202",6.53402119340543,6.05909138326481,1.37296095012732,4.4131563848942,1.01874352710868e-05,4.37292702355647e-05,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Unclassified"
"ASV3205","ASV3205",7.48234000477185,-6.43777453215746,1.37534300140331,-4.68085017743848,2.85687672431053e-06,1.36284680470936e-05,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Unclassified"
"ASV3227","ASV3227",6.41319950654976,6.03237595765125,1.50612615503438,4.00522621394457,6.19581591820988e-05,0.00022807432612308,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","Unclassified"
"ASV3228","ASV3228",6.00168102102899,5.93716895799699,2.14152019910258,2.7724085724174,0.00556431478085443,0.0119053416935901,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Unclassified"
"ASV3232","ASV3232",7.53657571250899,-6.44799054346854,2.13414567418245,-3.02134508504844,0.00251654375587557,0.00603325233780425,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV3233","ASV3233",7.44820522878155,-6.43109256700492,1.7973472260349,-3.57810248006026,0.000346097757048021,0.00110224421178282,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","Unclassified"
"ASV3244","ASV3244",6.99433114639482,6.15669700675846,2.14845290210828,2.86564206304773,0.00416164498604851,0.00945845543737414,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","Unclassified"
