"ASV","log2FoldChange","deseq_pvalue","deseq_padj","wilcox_pvalue","wilcox_padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV2497",6.59975667448299,1.02702050801473e-07,6.03939732700485e-07,3.70662690139983e-05,0.000528162637153206,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Unclassified","Unclassified"
"ASV2510",-6.99383233199889,1.43875240797738e-10,1.14002839106682e-09,1.01140180446834e-05,0.000246762042232163,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unclassified"
"ASV2523",6.49203631285933,0.000308383597558628,0.000994271254197646,0.00285558548609658,0.0172845640380103,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2533",-6.96609898488486,3.51079653634989e-07,1.91964605934921e-06,0.00012425210587284,0.00138763535993127,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Unclassified","Unclassified"
"ASV2547",-6.92329192716409,2.7066052725558e-05,0.00010677957509872,0.00107662360000401,0.00778530827631822,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"ASV2551",6.596022359702,9.38759526362042e-08,5.61453119651332e-07,3.72384233201691e-05,0.000528162637153206,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","Unclassified","Unclassified"
"ASV2552",6.56594409322231,1.84547342823918e-06,8.9870711218939e-06,0.000124779577494758,0.00138763535993127,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Umezawaea","Unclassified"
"ASV2561",-6.57320814439011,0.00080349035715672,0.00224257756400458,0.00705410240068292,0.0365323449759506,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Unclassified","Unclassified"
"ASV2571",-6.86827692305855,3.90262650564917e-05,0.000150783296809173,0.00108433256167357,0.00778530827631822,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2572",-6.96270679739934,0.000122533404806485,0.000425906072468637,0.00285558548609658,0.0172845640380103,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","Unclassified","Unclassified"
"ASV2588",-6.91219040747856,0.000447866235219298,0.0013774833221383,0.00705410240068292,0.0365323449759506,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV2593",6.47181462295421,8.79392464771542e-05,0.000316243059446689,0.00107662360000401,0.00778530827631822,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Qipengyuania","Unclassified"
"ASV2608",6.48544273059716,1.85935484430602e-05,7.66870714701721e-05,0.000377477996829755,0.00327861323475331,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"ASV2625",-6.85500997630448,5.68369268317872e-06,2.59231837013273e-05,0.000381907149960375,0.00327861323475331,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","Unclassified","Unclassified"
"ASV2628",6.46055331773945,1.82581684283366e-05,7.58728332466431e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV2635",6.43691207241374,9.45274567180397e-05,0.00033734035126476,0.00108047350717373,0.00778530827631822,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Unclassified"
"ASV2641",6.40333965761323,0.000449817503726025,0.0013789487409306,0.0028462183361433,0.0172845640380103,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified"
"ASV2649",6.43234599138158,2.38332619569168e-06,1.14866494483079e-05,0.000123726309737968,0.00138763535993127,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV2658",-6.77279164584095,0.000600842864127482,0.0017610911534771,0.00703269694057478,0.0365323449759506,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea","Unclassified"
"ASV2680",-6.82179458014863,6.16042326211347e-06,2.76922872599812e-05,0.000381907149960375,0.00327861323475331,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2681",-6.83597428709049,0.000522714724214196,0.00156146411226924,0.00705410240068292,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV2687",6.37801958596805,0.00117795996678562,0.00315547054494277,0.00705410240068292,0.0365323449759506,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","Unclassified"
"ASV2698",6.37702787140499,0.000119504169544323,0.000416926860163961,0.00108433256167357,0.00778530827631822,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV2699",6.41337992564397,0.00010159988072151,0.00035983291088868,0.00108433256167357,0.00778530827631822,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Unclassified","Unclassified"
"ASV2705",-6.79673149780576,8.02059399062131e-10,5.95178998510391e-09,1.01654393312803e-05,0.000246762042232163,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Unclassified","Unclassified"
"ASV2721",-6.76856017375394,0.000565053107222399,0.00167722112778712,0.00705410240068292,0.0365323449759506,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Unclassified","Unclassified"
"ASV2757",6.39829455205153,2.36394454927237e-05,9.44567586995584e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Unclassified","Unclassified"
"ASV2758",6.40267653522679,2.19729461966114e-05,8.85547616113435e-05,0.000376009785045464,0.00327861323475331,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Cnuella","Unclassified"
"ASV2759",5.63462618573537,0.000194404122280437,0.000658579182363075,0.000377477996829755,0.00327861323475331,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","Unclassified"
"ASV2760",6.27835612653798,0.00050766036754285,0.00152624579952593,0.0028462183361433,0.0172845640380103,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Unclassified"
"ASV2769",6.46997687154699,0.000364154723182357,0.00114870206032447,0.00285558548609658,0.0172845640380103,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","Unclassified","Unclassified"
"ASV2775",6.30298148630275,0.00136949287726522,0.0035470244882077,0.00705410240068292,0.0365323449759506,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2777",6.27439376276864,0.00138041632796624,0.00356543996311722,0.00705410240068292,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV2804",-6.75484287739243,0.000592820965595202,0.00174304277619973,0.00703269694057478,0.0365323449759506,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2812",-6.72009661570668,0.000632692071530151,0.0018371648660891,0.00703269694057478,0.0365323449759506,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","Unclassified"
"ASV2832",6.33130160886783,0.000454855196711121,0.00138983532328398,0.0028462183361433,0.0172845640380103,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","Unclassified"
"ASV2840",-6.7022699195738,8.42097314394121e-06,3.71396692904954e-05,0.000381907149960375,0.00327861323475331,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV2841",-6.71413318793448,4.61567825394683e-05,0.000173524090664196,0.00108433256167357,0.00778530827631822,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Unclassified"
"ASV2850",-6.68861689453317,4.95001711950353e-05,0.000184393067997442,0.00108433256167357,0.00778530827631822,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV2852",6.07057215015068,0.000232223325786543,0.000775460034322919,0.00108047350717373,0.00778530827631822,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola","Unclassified"
"ASV2867",-6.67537178026052,0.000212810088513826,0.000718330082167608,0.00285558548609658,0.0172845640380103,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Unclassified"
"ASV2883",-6.66549448085736,6.45991244318739e-08,3.97369614103961e-07,3.74112021791021e-05,0.000528162637153206,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","Unclassified","Unclassified"
"ASV2893",6.25864153931237,0.000513450097312979,0.00153870461855011,0.0028462183361433,0.0172845640380103,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unclassified"
"ASV2915",-6.66740731160516,1.20074908717923e-06,6.00374543589617e-06,0.000122679730812782,0.00138763535993127,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","Unclassified"
"ASV2916",-6.66140720077327,9.5745355472456e-06,4.16380964496495e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV2930",-6.61504742846111,1.1957249729001e-05,5.0818311348254e-05,0.000381907149960375,0.00327861323475331,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","Unclassified"
"ASV2939",6.24763250577029,5.00967116981267e-06,2.29609928616414e-05,0.000124779577494758,0.00138763535993127,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Unclassified"
"ASV2947",6.10551953796263,0.00185654632241064,0.0046663193856289,0.00705410240068292,0.0365323449759506,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Unclassified"
"ASV2977",6.15563379060681,0.00176964966854397,0.00449625663067559,0.00705410240068292,0.0365323449759506,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV2987",6.15109242598898,4.40636162172294e-05,0.000168161147604528,0.000380426673390909,0.00327861323475331,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter_gelipurpurascens"
"ASV3028",6.11221943379943,4.62112284228714e-05,0.000173524090664196,0.000377477996829755,0.00327861323475331,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV3046",6.23099228419179,0.00156567790672896,0.00402172759008675,0.00705410240068292,0.0365323449759506,"Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","Unclassified"
"ASV3056",5.8286786175489,2.44515231100635e-05,9.72858472676993e-05,0.000123726309737968,0.00138763535993127,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","Unclassified"
"ASV3080",-6.53021351633882,0.00086900083651218,0.00241102605975931,0.00705410240068292,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Unclassified"
"ASV3091",5.61149394799432,0.000678987806056748,0.00194740367688055,0.00108047350717373,0.00778530827631822,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Unclassified"
"ASV3099",-6.50911857805685,7.85137567500061e-05,0.000285643434090489,0.00108047350717373,0.00778530827631822,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Unclassified","Unclassified"
"ASV3120",6.14178339512082,0.00182110624151596,0.00461383700522795,0.00703269694057478,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Unclassified","Unclassified"
"ASV3122",6.04625286019562,0.000756376162667867,0.00213659127520984,0.0028462183361433,0.0172845640380103,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unclassified"
"ASV3124",-5.48007154361542,0.00231777482620973,0.00564354026694296,0.00280893593820956,0.0172845640380103,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Unclassified","Unclassified"
"ASV3132",4.27869066534173,0.00297247423192275,0.00701834193648427,0.00147919779805479,0.0105163086056973,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV3137",-6.46413629963638,0.000961856405921536,0.00260677025952648,0.00705410240068292,0.0365323449759506,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","Unclassified"
"ASV3149",-6.47008054952545,8.21263879463984e-05,0.000296479431389508,0.00108047350717373,0.00778530827631822,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flaviaesturariibacter","Unclassified"
"ASV3161",6.07102254836567,0.000229141000157221,0.000767909803394272,0.00107662360000401,0.00778530827631822,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","Unclassified"
"ASV3168",-6.43878117990782,0.00033366323280615,0.00106840795436216,0.00285558548609658,0.0172845640380103,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unclassified"
"ASV3202",6.05909138326481,1.01874352710868e-05,4.37292702355647e-05,0.000124779577494758,0.00138763535993127,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Unclassified"
"ASV3205",-6.43777453215746,2.85687672431053e-06,1.36284680470936e-05,0.000124779577494758,0.00138763535993127,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Unclassified"
"ASV3227",6.03237595765125,6.19581591820988e-05,0.00022807432612308,0.000378950290978803,0.00327861323475331,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","Unclassified"
"ASV3233",-6.43109256700492,0.000346097757048021,0.00110224421178282,0.0028462183361433,0.0172845640380103,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","Unclassified"
"ASV3248",-6.43673533854562,1.86181446243092e-05,7.66870714701721e-05,0.000380426673390909,0.00327861323475331,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Rhodocytophaga","Unclassified"
"ASV3274",5.96863222485752,0.000281566847599285,0.00092698944544131,0.00107662360000401,0.00778530827631822,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","Unclassified"
"ASV3277",-6.3956460529053,2.02057656682339e-05,8.21408299991247e-05,0.000376009785045464,0.00327861323475331,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV3278",-6.28759265976626,4.05196227852078e-07,2.17734754621663e-06,3.65535379611306e-05,0.000528162637153206,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02","Unclassified"
"ASV3316",-6.34498410139653,0.0011811921825989,0.00315547054494277,0.00703269694057478,0.0365323449759506,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_edaphicus"
"ASV3328",5.16418200273012,0.00416778998951673,0.00945845543737414,0.00283686981199555,0.0172845640380103,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b","Unclassified","Unclassified"
"ASV3340",5.97764163553605,9.4276085331828e-08,5.61453119651332e-07,9.80988637276294e-06,0.000246762042232163,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Unclassified","Unclassified"
"ASV3354",-6.11079389136092,8.24775498275449e-06,3.65481085728694e-05,0.000123726309737968,0.00138763535993127,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","Unclassified"
"ASV3429",-6.27913487114168,2.96641318263595e-05,0.000116050055471323,0.000380426673390909,0.00327861323475331,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Unclassified","Unclassified"
"ASV3447",5.98242059329444,0.000302607795411227,0.000979025220448089,0.00108047350717373,0.00778530827631822,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Unclassified","Unclassified"
"ASV3448",5.78673021555907,0.00127058692790934,0.00335592875026902,0.0028462183361433,0.0172845640380103,"Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","Unclassified"
"ASV3487",-6.27810445742568,0.00136135347137721,0.0035455863391022,0.00705410240068292,0.0365323449759506,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV3516",-6.20271672491412,0.000562677774434623,0.00167548955126233,0.00285558548609658,0.0172845640380103,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Unclassified"
"ASV3540",5.44923178901045,0.000187474622823616,0.000637413717600294,0.000799571591874696,0.00660167386665741,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","SZB85","Unclassified"
"ASV3549",-5.98967722073329,0.000862298940259233,0.00239955211054281,0.00280893593820956,0.0172845640380103,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Unclassified","Unclassified"
"ASV3579",-6.16113884487345,0.00163612181753591,0.00417971010763955,0.00705410240068292,0.0365323449759506,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV3580",-6.23581525717312,0.00144945150341613,0.0037334356906173,0.00703269694057478,0.0365323449759506,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"ASV3582",-6.21580886711618,3.76001212301647e-05,0.000145875989004996,0.000383391726577478,0.00327861323475331,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Unclassified","Unclassified"
"ASV3613",-6.18019501346846,3.76077899396702e-08,2.35995191903299e-07,1.00118060079565e-05,0.000246762042232163,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV3642",5.77408853808603,0.00134396861019914,0.0035100856160229,0.0028462183361433,0.0172845640380103,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Unclassified"
"ASV3660",-6.09771881345358,0.00182579646196186,0.00461383700522795,0.00705410240068292,0.0365323449759506,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","Unclassified"
"ASV3661",-6.13473093140579,0.00174107211642702,0.00443570144103341,0.00705410240068292,0.0365323449759506,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"ASV3680",5.74950994950388,0.000497092029009022,0.00149929370039818,0.00107662360000401,0.00778530827631822,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV3681",5.18233835499441,0.00102401727963235,0.00276721432501807,0.0025113744157148,0.0172845640380103,"Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium","Unclassified"
"ASV3684",-3.49526036915664,0.0161576355731746,0.0296805289998395,0.00146249399285817,0.0104594436453517,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Unclassified"
"ASV3750",-6.06129599950708,0.00192870673553834,0.0047833973414545,0.00705410240068292,0.0365323449759506,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Unclassified","Unclassified"
"ASV3780",3.47423571189311,0.00487912262645072,0.0106588309713351,0.000147413339177396,0.00161015570019674,"Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","Unclassified"
"ASV3783",-6.06192346066246,1.03753171373733e-06,5.24374136402382e-06,3.65535379611306e-05,0.000528162637153206,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","Unclassified"
"ASV3794",5.71218046872122,0.000163905381533851,0.000561360922103114,0.000383391726577478,0.00327861323475331,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus","Inquilinus_ginsengisoli"
"ASV3796",-6.00675099963928,0.00223228452625002,0.00547817856179467,0.00705410240068292,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Unclassified","Unclassified"
"ASV3817",-6.03256343146407,0.000759839475749334,0.00213990936694466,0.00281822861869266,0.0172845640380103,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV3915",-5.95750984980952,0.00089833470023166,0.0024777078015239,0.00285558548609658,0.0172845640380103,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Unclassified"
"ASV3937",-5.96237582388204,1.84307718440918e-06,8.9870711218939e-06,3.72384233201691e-05,0.000528162637153206,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unclassified","Unclassified"
"ASV3957",-5.94271788064629,0.000295235750896808,0.000961830756405977,0.00106895119479056,0.00778530827631822,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified","Unclassified"
"ASV3975",-5.96897240402578,0.00028534912255041,0.000936145366963626,0.00108047350717373,0.00778530827631822,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Unclassified","Unclassified"
"ASV4022",-5.95416299057797,0.000922887526314074,0.00252309893889959,0.00285558548609658,0.0172845640380103,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","Unclassified"
"ASV4061",-5.92860959445999,0.000958584535186717,0.00260545505930111,0.0028462183361433,0.0172845640380103,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unclassified","Unclassified"
"ASV4063",-5.92201952744104,0.00246803452086728,0.00594745432219305,0.00703269694057478,0.0365323449759506,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"ASV4099",5.44044753236986,0.00570671155314071,0.0121543856541835,0.00705410240068292,0.0365323449759506,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Unclassified","Unclassified"
"ASV4116",5.45619912590915,0.000298546174079754,0.000969238447099201,0.000381907149960375,0.00327861323475331,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV4155",5.37422936092904,0.00617011280173088,0.0130817584345088,0.00705410240068292,0.0365323449759506,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum","Unclassified"
"ASV4207",-5.79553098812634,0.000414904511433371,0.0012888229840206,0.00106895119479056,0.00778530827631822,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Unclassified","Unclassified"
"ASV4208",-5.80159619326616,0.00126308738322418,0.00335507586168923,0.0028462183361433,0.0172845640380103,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Unclassified"
"ASV4209",-5.83059287559117,0.0012799864663076,0.00337123196055665,0.0028462183361433,0.0172845640380103,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","Unclassified"
"ASV4238",-5.79677097885667,0.00128396115073349,0.00337220133689834,0.00285558548609658,0.0172845640380103,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Unclassified"
"ASV4254",-5.77821455044625,0.00126935390072526,0.00335592875026902,0.00283686981199555,0.0172845640380103,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV4255",-5.80824714452381,0.00042264647157129,0.00130852467191774,0.00108433256167357,0.00778530827631822,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Unclassified","Unclassified"
"ASV4386",5.33841369112524,0.00315968639152484,0.00742288134692394,0.00285558548609658,0.0172845640380103,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Unclassified","Unclassified"
"ASV4393",-5.26982443566774,0.00760025141934566,0.0155838488532636,0.00703269694057478,0.0365323449759506,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","Methylotenera_versatilis"
"ASV4395",-5.35669202367809,0.00646341282611193,0.0136110157486817,0.00701132577091019,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","Unclassified"
"ASV4509",-5.65918592001451,0.00162666499545913,0.00416693635823092,0.00283686981199555,0.0172845640380103,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","Unclassified"
"ASV4538",5.2929411730297,0.00350665231918781,0.00811564336247675,0.0028462183361433,0.0172845640380103,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Unclassified","Unclassified"
"ASV4596",-5.59048947688644,0.000699172230821652,0.0019930671823727,0.00108047350717373,0.00778530827631822,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","Unclassified","Unclassified"
"ASV4597",-5.60424396125717,0.00184964713652323,0.00466150962978227,0.0028462183361433,0.0172845640380103,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7","Unclassified"
"ASV4658",-5.5668960279318,0.00197111095609338,0.00486276713442562,0.00285558548609658,0.0172845640380103,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Unclassified","Unclassified"
"ASV4804",4.95364837138605,0.0119548201363206,0.0226729347412976,0.00703269694057478,0.0365323449759506,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","Unclassified"
"ASV4898",5.06004948915345,0.00526684482328979,0.0113993053467036,0.0028462183361433,0.0172845640380103,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b","Unclassified","Unclassified"
