"ASV","log2FoldChange","deseq_pvalue","deseq_padj","wilcox_pvalue","wilcox_padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV1455",7.61593170259856,1.33330187248712e-12,1.3699310448082e-11,1.01654393312803e-05,0.000246762042232163,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified","Unclassified"
"ASV1456",5.96382932952125,0.00246692434672781,0.00594745432219305,0.00705410240068292,0.0365323449759506,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_pineti"
"ASV1460",-8.01468753857902,6.75592043543536e-11,5.79521615333217e-10,3.75846071382431e-05,0.000528162637153206,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","Unclassified","Unclassified"
"ASV1465",7.3160243409413,1.5903454056911e-11,1.47225044982295e-10,1.02689156151545e-05,0.000246762042232163,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_rigui"
"ASV1473",-7.9997405056037,9.96708889632903e-14,1.25935515109022e-12,1.0217071642797e-05,0.000246762042232163,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"ASV1476",5.45293503989046,0.00279556684190763,0.00663414973904477,0.0028462183361433,0.0172845640380103,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio","Unclassified"
"ASV1489",-7.97320918565816,9.70096616205699e-14,1.24252100842785e-12,1.01654393312803e-05,0.000246762042232163,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter","Unclassified"
"ASV1490",-7.87605402215864,1.38710688736375e-10,1.10849994844881e-09,3.67238278779998e-05,0.000528162637153206,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Unclassified"
"ASV1495",-7.96827747950184,7.47891016636492e-14,9.98968715078743e-13,1.0217071642797e-05,0.000246762042232163,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV1505",6.35467508643454,1.16953545067627e-08,7.69411473518495e-08,1.41241226797202e-05,0.000321716267179784,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas","Aurantisolimonas_haloimpatiens"
"ASV1507",4.81208611386239,0.00230489135217258,0.00562682353598267,0.000802200902648342,0.00660167386665741,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Unclassified"
"ASV1520",7.36089532225665,1.91125728374718e-09,1.37463504638739e-08,3.67238278779998e-05,0.000528162637153206,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unclassified"
"ASV1525",5.2978050651409,0.00702251689563568,0.0145405177494502,0.00696868636158612,0.0365323449759506,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Aridibacter","Unclassified"
"ASV1527",-4.69885566893527,0.000568978676726276,0.00168352867955401,0.000166859881648811,0.0018061454756851,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV1529",-7.92449960271069,1.03455328304342e-10,8.48515192671573e-10,3.70662690139983e-05,0.000528162637153206,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unclassified","Unclassified"
"ASV1530",-7.93926723672626,1.09448743374111e-10,8.89865870041684e-10,3.75846071382431e-05,0.000528162637153206,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","Unclassified"
"ASV1545",7.44682100106528,8.57961130778708e-07,4.35974813738094e-06,0.000381907149960375,0.00327861323475331,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Unclassified"
"ASV1549",7.49183837566044,8.26892197378753e-07,4.22483171884772e-06,0.000383391726577478,0.00327861323475331,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Unclassified","Unclassified"
"ASV1553",-7.90778748875504,1.28235259153783e-13,1.52796788390673e-12,1.02689156151545e-05,0.000246762042232163,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Unclassified","Unclassified"
"ASV1554",-7.90686831538335,9.26592722574089e-09,6.18831568290553e-08,0.00012425210587284,0.00138763535993127,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV1560",7.66728889426926,3.19734732623997e-05,0.000124563322918099,0.0028462183361433,0.0172845640380103,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV1610",6.8129381863869,4.0562117865225e-05,0.000155432705754038,0.00108047350717373,0.00778530827631822,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia_geojensis"
"ASV1615",7.4778479391768,2.88505882918309e-12,2.93209783183281e-11,1.0217071642797e-05,0.000246762042232163,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7","Unclassified"
"ASV1619",5.02139320644518,0.00245206498830663,0.00593958747167539,0.00252582530586469,0.0172845640380103,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter","Unclassified"
"ASV1644",-7.79745837848242,2.01778885720438e-10,1.57219381790508e-09,3.70662690139983e-05,0.000528162637153206,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV1649",-7.8179785481742,4.2229002713859e-13,4.59117645784397e-12,1.0217071642797e-05,0.000246762042232163,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","Unclassified","Unclassified"
"ASV1652",4.75467816757418,0.00253881723920989,0.00607108470245843,0.000802200902648342,0.00660167386665741,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","Unclassified"
"ASV1667",-7.01687608690632,3.44224380299076e-06,1.63375530751084e-05,0.000376009785045464,0.00327861323475331,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Unclassified"
"ASV1672",-7.78757432932781,3.93715434772961e-13,4.33086978250257e-12,1.00628071481634e-05,0.000246762042232163,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","Unclassified"
"ASV1686",7.25577351847682,2.05157097626137e-07,1.14863404958346e-06,0.000125308727883931,0.00138763535993127,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium","Unclassified"
"ASV1688",7.29833729777758,1.17975463048475e-05,5.03685196120202e-05,0.00108047350717373,0.00778530827631822,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Knoellia","Unclassified"
"ASV1696",7.37821795042279,1.05176217269454e-11,1.02437253278062e-10,1.02689156151545e-05,0.000246762042232163,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin517","Unclassified"
"ASV1700",-7.74829476317355,8.05703417226653e-13,8.46441230457214e-12,1.01654393312803e-05,0.000246762042232163,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Unclassified"
"ASV1720",7.31119973773348,2.68309478380031e-09,1.90052547185855e-08,3.68947377147112e-05,0.000528162637153206,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","Unclassified"
"ASV1727",7.2599952954235,1.26043663337037e-05,5.3326165257977e-05,0.00108433256167357,0.00778530827631822,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","Unclassified"
"ASV1736",-7.40974846225329,4.56863516397495e-05,0.000172942262280023,0.0028462183361433,0.0172845640380103,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV1738",7.33480367568244,1.09312313629589e-11,1.05267610753886e-10,1.0217071642797e-05,0.000246762042232163,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Unclassified","Unclassified"
"ASV1745",7.34442520922511,9.76073826158991e-08,5.77613308518137e-07,0.000125308727883931,0.00138763535993127,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified","Unclassified"
"ASV1757",7.30337603277094,2.45448653298772e-09,1.75186634224696e-08,3.72384233201691e-05,0.000528162637153206,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","Unclassified"
"ASV1758",-6.9166055778913,2.73403921236653e-05,0.000107408683342971,0.00108047350717373,0.00778530827631822,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Unclassified"
"ASV1762",7.36307725337072,0.000223494135724374,0.00075167991691471,0.00703269694057478,0.0365323449759506,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Unclassified"
"ASV1766",7.26935076116073,1.47923547378851e-11,1.38308516799225e-10,1.01654393312803e-05,0.000246762042232163,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Unclassified","Unclassified"
"ASV1769",-7.67119885059927,3.40684636446929e-08,2.15229820998566e-07,0.000124779577494758,0.00138763535993127,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"ASV1773",7.27429815440634,1.08069364503391e-07,6.24179313285576e-07,0.000124779577494758,0.00138763535993127,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","Unclassified","Unclassified"
"ASV1782",7.28679205618417,1.56566631060732e-06,7.74549206570286e-06,0.000381907149960375,0.00327861323475331,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV1794",3.7374640692785,0.023278990141307,0.0398642047291612,0.00502188398963163,0.0299443851788705,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","Unclassified","Unclassified"
"ASV1795",-7.66088337425167,4.39588869855638e-07,2.32212199613006e-06,0.000381907149960375,0.00327861323475331,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus","Unclassified"
"ASV1820",-7.59543760874464,3.09513320049542e-08,1.96867315813825e-07,0.00012425210587284,0.00138763535993127,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unclassified"
"ASV1822",7.2344258942314,4.45373152302566e-09,3.06194042208014e-08,3.72384233201691e-05,0.000528162637153206,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","Unclassified"
"ASV1827",2.8636099683437,0.0206553214205503,0.0363021156545386,0.000140669167695489,0.0015435068948505,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Unclassified"
"ASV1828",2.59822264621664,0.0255037497060048,0.0428079413657345,0.000164920230355707,0.00179322766309848,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Unclassified"
"ASV1868",7.17082610947282,4.88004154396839e-09,3.33053930190543e-08,3.68947377147112e-05,0.000528162637153206,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Unclassified"
"ASV1870",-7.36177262100885,4.9294825979304e-05,0.000184362649162597,0.0028462183361433,0.0172845640380103,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"ASV1876",7.04031736877891,9.00956311259952e-09,6.06038957574141e-08,3.65535379611306e-05,0.000528162637153206,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV1877",3.6763311110341,0.0241744024982431,0.0411324109644159,0.000802200902648342,0.00660167386665741,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV1880",-7.54559984226385,7.68613450107996e-10,5.74922860680781e-09,3.72384233201691e-05,0.000528162637153206,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus","Unclassified"
"ASV1906",-2.77876285729617,0.0116125151124748,0.022113445275283,0.00020880826144657,0.00222020465600047,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unclassified","Unclassified"
"ASV1907",7.07062618470404,9.42036190763701e-09,6.24683573307844e-08,3.74112021791021e-05,0.000528162637153206,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified","Unclassified"
"ASV1931",-7.49705349492709,6.42229617078047e-06,2.87313249745442e-05,0.00108047350717373,0.00778530827631822,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Unclassified"
"ASV1932",-6.90662676800513,0.00012974676051494,0.000447650262293245,0.0028462183361433,0.0172845640380103,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"ASV1941",7.21031734056236,0.000108024255326894,0.000379709318536263,0.0028462183361433,0.0172845640380103,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga","Unclassified"
"ASV1953",-7.4656654373321,5.10619388231134e-08,3.16178230461e-07,0.000124779577494758,0.00138763535993127,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"ASV2007",7.01688649480411,7.62465620863164e-11,6.4809577773369e-10,1.0217071642797e-05,0.000246762042232163,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b","Unclassified","Unclassified"
"ASV2008",6.88489785892709,4.74436844243472e-07,2.49212612004296e-06,0.000124779577494758,0.00138763535993127,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Unclassified","Unclassified"
"ASV2009",6.95549749863457,0.000126822931184493,0.000439183113546301,0.00285558548609658,0.0172845640380103,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus","Unclassified"
"ASV2011",7.00199286806799,4.07412920390339e-06,1.90465540282484e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","Unclassified"
"ASV2017",6.09752760768686,0.00072109160914915,0.00204930290138132,0.00285558548609658,0.0172845640380103,"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","Unclassified"
"ASV2025",6.96939108294734,3.70279144597182e-07,2.00121965432581e-06,0.000124779577494758,0.00138763535993127,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","Unclassified"
"ASV2036",-6.91641907920074,0.000442598863205185,0.00136577536995659,0.00705410240068292,0.0365323449759506,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Unclassified"
"ASV2040",7.09439686263535,0.000100882343697027,0.000358650157249887,0.00285558548609658,0.0172845640380103,"Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","Unclassified"
"ASV2051",6.99262851888507,0.000117800828781823,0.000412523501539341,0.00285558548609658,0.0172845640380103,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","Segetibacter_koreensis"
"ASV2077",6.99998870728662,3.31011254175248e-07,1.82056189796386e-06,0.000125308727883931,0.00138763535993127,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","Unclassified","Unclassified"
"ASV2082",6.98466213722626,3.53580945690054e-07,1.92208246639651e-06,0.000123202185810782,0.00138763535993127,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","Unclassified"
"ASV2085",6.97731331443519,3.93384899632319e-06,1.85400502041923e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV2087",5.69734051195883,0.00374233658089105,0.00859725971285782,0.00703269694057478,0.0365323449759506,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unclassified"
"ASV2100",-7.33742874875029,8.59122407768424e-08,5.25019249191815e-07,0.000125308727883931,0.00138763535993127,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","Unclassified"
"ASV2123",6.98860804438348,4.12784498541879e-06,1.9201666971973e-05,0.000380426673390909,0.00327861323475331,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV2125",-7.32724919367497,1.39344051996737e-11,1.31602715774696e-10,1.01654393312803e-05,0.000246762042232163,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Unclassified","Unclassified"
"ASV2128",-7.30791862935677,1.01957015094686e-05,4.37292702355647e-05,0.00108047350717373,0.00778530827631822,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","Unclassified"
"ASV2131",6.94109181477886,4.74934331411273e-06,2.18750541807655e-05,0.000381907149960375,0.00327861323475331,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","Unclassified"
"ASV2132",-7.3392096824753,1.23891990885392e-06,6.16164954669372e-06,0.000381907149960375,0.00327861323475331,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","Terrimonas_arctica"
"ASV2135",4.02022528231079,0.00621072636003087,0.013138074992373,0.00023114299806897,0.00242548744261893,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","Unclassified"
"ASV2143",-5.99039337030706,9.04797163573284e-05,0.000324132317218782,0.000799571591874696,0.00660167386665741,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"ASV2152",6.54361085467329,0.000922159315862294,0.00252309893889959,0.00703269694057478,0.0365323449759506,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Unclassified","Unclassified"
"ASV2155",-7.09565026743849,1.02043530917356e-10,8.44342490333879e-10,1.00118060079565e-05,0.000246762042232163,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Unclassified","Unclassified"
"ASV2158",6.72491976180858,0.000649224601343705,0.00187353395758137,0.00705410240068292,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga","Unclassified"
"ASV2163",6.922575513373,4.20300743994452e-07,2.24560683219893e-06,0.000123202185810782,0.00138763535993127,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Unclassified","Unclassified"
"ASV2167",6.279662016974,4.357154310684e-06,2.01680162400472e-05,0.00012425210587284,0.00138763535993127,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","Unclassified"
"ASV2168",4.91014044711018,0.000491810268916255,0.00149299545921006,0.000292153846433182,0.00303915884406466,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","Unclassified"
"ASV2184",-7.23207405594346,6.36484391751846e-05,0.00023337761030901,0.00283686981199555,0.0172845640380103,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV2187",-7.26947360637566,0.000234952431020255,0.000776256265031583,0.00705410240068292,0.0365323449759506,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","Unclassified"
"ASV2192",6.76717459605612,0.000604522421831047,0.00176633895128759,0.00703269694057478,0.0365323449759506,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Unclassified"
"ASV2200",-7.23788618267133,3.11240248929783e-09,2.18804235149885e-08,3.70662690139983e-05,0.000528162637153206,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unclassified"
"ASV2201",-7.26030794203999,1.80689005444266e-06,8.89180105738887e-06,0.000381907149960375,0.00327861323475331,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified","Unclassified"
"ASV2210",6.54803882242708,1.36380720472246e-05,5.71820509603364e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Unclassified"
"ASV2214",6.86940096471328,5.89430225878346e-06,2.67532651066142e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unclassified"
"ASV2215",-4.66990369563007,0.00039669673426706,0.00123637148846567,5.98546645404214e-05,0.000826613556842716,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","Unclassified"
"ASV2225",6.84314896794213,5.93765773319494e-06,2.68198549784409e-05,0.000381907149960375,0.00327861323475331,"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147","Unclassified"
"ASV2226",-7.16365966934985,4.00670535384536e-11,3.46876806096797e-10,1.00628071481634e-05,0.000246762042232163,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7","Unclassified"
"ASV2228",6.77595554506859,0.00060937900651929,0.00177498246447207,0.00705410240068292,0.0365323449759506,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Unclassified"
"ASV2259",-7.21324293416067,1.33229701785215e-07,7.64231724964271e-07,0.000123726309737968,0.00138763535993127,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Unclassified","Unclassified"
"ASV2273",4.81821052782475,0.015134550695974,0.0280910032954342,0.00705410240068292,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Unclassified","Unclassified"
"ASV2292",-7.14097500527323,2.36399571058964e-06,1.14525180797996e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unclassified"
"ASV2303",6.78239205202409,7.14344740599178e-07,3.66984798055072e-06,0.000125308727883931,0.00138763535993127,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","Unclassified","Unclassified"
"ASV2333",6.78805737729934,7.28197669965957e-06,3.24221343532462e-05,0.000380426673390909,0.00327861323475331,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Unclassified","Unclassified"
"ASV2339",-5.28556831429582,0.00333192958502985,0.0077689629975135,0.00283686981199555,0.0172845640380103,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Unclassified","Unclassified"
"ASV2350",6.75108260783452,8.54075912287835e-06,3.7491125727189e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","Unclassified"
"ASV2351",-7.08386440010653,3.94595720923451e-06,1.85400502041923e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV2355",6.56798755158839,1.34406354873658e-05,5.66080818949867e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter","Unclassified"
"ASV2359",-7.08262508312718,1.75491380299964e-05,7.3251982401994e-05,0.00107662360000401,0.00778530827631822,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga","Unclassified"
"ASV2381",-7.01294046875,0.000161171282483091,0.000554026283535624,0.0028462183361433,0.0172845640380103,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Unclassified","Unclassified"
"ASV2392",4.97993875910154,0.00010263298007825,0.000362120137257223,5.90989412921907e-05,0.000820894542919852,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Alsobacter","Alsobacter_metallidurans"
"ASV2393",6.12897331909601,0.0018723244973378,0.004685231890649,0.00705410240068292,0.0365323449759506,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","Unclassified","Unclassified"
"ASV2394",6.72900139253173,9.83715232563988e-06,4.25821177058949e-05,0.000383391726577478,0.00327861323475331,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 8","Unclassified"
"ASV2395",-5.96922805687088,0.000892832865492385,0.00246981872554846,0.0028462183361433,0.0172845640380103,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Unclassified","Unclassified"
"ASV2402",6.61748915726968,0.0007822440004535,0.00218981479168869,0.00705410240068292,0.0365323449759506,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV2434",-7.0239779681922,0.000364881830926595,0.00114870206032447,0.00705410240068292,0.0365323449759506,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Unclassified"
"ASV2437",6.66246698083038,5.81893777918884e-05,0.00021504770053524,0.00108433256167357,0.00778530827631822,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","Unclassified"
"ASV2455",6.64545929529156,1.34785039206987e-09,9.80946526368004e-09,1.0217071642797e-05,0.000246762042232163,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Unclassified","Unclassified"
"ASV2483",-7.00826225306971,2.30470731840818e-05,9.24850361678819e-05,0.00106512868026907,0.00778530827631822,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44","Unclassified"
"ASV2491",6.49820537206907,0.000946298822667095,0.00257956093059398,0.00705410240068292,0.0365323449759506,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flaviaesturariibacter","Unclassified"
"ASV2493",-6.98781750712334,1.17674695949887e-08,7.69411473518495e-08,3.72384233201691e-05,0.000528162637153206,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unclassified","Unclassified"
