"","Kingdom","Phylum","Class","Order","Family","Genus","Abundance","Prevalence","Total_Abundance","Percentage"
"204","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Necromortierella",7,1,958783,0.000730092210646205
"205","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila",1889,12,958783,0.19702059798724
"206","Fungi","Mortierellomycota","Mortierellomycota_cls_Incertae_sedis","Mortierellomycota_ord_Incertae_sedis","Mortierellomycota_fam_Incertae_sedis","Mortierellomycota_gen_Incertae_sedis",43,3,958783,0.0044848521511124
"207","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia",14,1,958783,0.00146018442129241
"208","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Cunninghamella",27,3,958783,0.00281606995534965
"209","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Actinomucor",40,5,958783,0.00417195548940688
"210","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",16,1,958783,0.00166878219576275
"211","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus",618,18,958783,0.0644567123113364
"212","Fungi","Rozellomycota","Rozellomycetes","Rozellomycetes_ord_Incertae_sedis","Rozellomycetes_fam_Incertae_sedis","Rozellomycetes_gen_Incertae_sedis",45,1,958783,0.00469344992558274
"213","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS08","GS08_fam_Incertae_sedis","GS08_gen_Incertae_sedis",27,2,958783,0.00281606995534965
